id,title,author,genre,description,rating,date,completed,age,free,link
459546,삼봉이발소,하일권,"스토리, 드라마","너무 불공평해. 태어날 때부터 인생의 반이 결정되어 있잖아!'외모지상주의에 상처받은 이들을 치유하는 감동의 웹툰'목욕의 신', '3단합체 김창남' 하일권 작가의 데뷔작 <삼봉이발소>",9.94,2012.11.28 23:02,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=459546
791631,삼체,류츠신 / 환창미래,"스토리, 드라마","나노 과학자 왕먀오. 어느날 그의 눈 앞에, 죽음의 카운트 다운이 보이기 시작한다.중국 문화 대혁명의 광기 속에서 모든 것을 잃은 천재 과학자.인류를 대상으로 한 복수가 그녀의 손에서 시작된다.우주적 광기와 폭력. 그 안에서 인류를 지키려는 자들의 싸움이 시작된다.",8.13,2022.12.29 22:00,FALSE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=791631
751168,상남자,하늘소 / 도가도 / 김태궁,"스토리, 드라마","오로지 성공만을 바라보며 기업 정점의 자리까지 오른, 최고의 샐러리맨 한유현.대가로 사랑하던 모든 이를 잃어버린 후, 후회 섞인 인생을 돌아보는데...어느 날 모든 기억을 안은 채, 젊은 시절의 그때로 돌아가게 된다.모든 것의 시작점인 신입사원의 위치에서, 그가 다시 삶을 설계한다!",9.96,2022.12.29 22:51,FALSE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=751168
793652,상사몽,crook dog / 임영윤,"스토리, 액션","인간,요괴,도깨비의 아슬아슬한 균형이 깨지고, 걷잡을 수 없는 혼돈의 시기가 찾아온다.주인공 이삭은 우연히 만난 영초와 함께 요괴를 잡는 ‘기찰사’의 신분으로 귀향길에 오른다.정체를 알 수 없는 적들의 공격 사이에서 살아남아 과연 고향으로 돌아갈 수 있을 것인가?",9.78,2022.12.25 22:00,FALSE,15세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=793652
769689,상연,YooN,"스토리, 드라마","세상에는 시스템으로 처리하지 못하고 새어나오는 오물들이 존재한다.상연은 의뢰를 받아 그런 성범죄자들을 처리하는 사냥꾼이다.낮에는 평범한 편의점 알바생이지만 밤이 되면 성범죄자들을 사냥하는 이중생활을 이어가던 어느날, 또 한 명의 오물을 처리한 상연은 같은 성범죄를 수사하던 경찰의 예기치 않은 기습 수사에 증거를 남기고 현장을 떠나게 된다.",9.67,2021.04.26 10:00,TRUE,15세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=769689
783256,상위1%,미티 / 웅비,"스토리, 판타지","학교는 곧 계급 사회다. 힘, 외모, 돈, 집안으로 계급은 극명하게 나뉜다.그러나 정체불명의 바이러스가 퍼지면서, 강자들은 몰락하고 평범함을 유지한 아이들이 강자가 되어버렸다.뒤바뀐 계급사회,나는 상위1%가 되었다",8.79,2022.12.29 22:59,FALSE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=783256
661043,상중하,한(恨),"스토리, 액션",한 방 인생 역전을 위한일란성 세 쌍둥이의 처절한 인생 쟁탈전,9.87,2016.09.07 23:07,TRUE,18세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=661043
26107,새끼손가락,이익수,"스토리, 드라마","용호는 출소후 홀어머니를 위해 새 출발을 다짐하지만..
자신으로 인해 누워만 있는 한 소녀의 존재를 알게 된다.",9.93,2009.10.13 00:10,TRUE,12세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=26107
752533,새벽 두 시의 신데렐라,산차 / 아이고메,"스토리, 로맨스","3년이나 사귄 연인인 서주원이 재벌가의 막내아들이란 것을 알게 된 지 두 달. 하윤서는 주원과 헤어지는 대가로 돈을 받는다. 그리고 실제로 헤어지기 위해 정 떨어지는 행동들을 하지만, 주원은 아랑곳하지 않고 윤서의 마음을 돌리려 노력하는데….",9.96,2022.01.11 22:58,TRUE,12세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=752533
500943,새벽9시,서재일,"스토리, 스릴러",어둠이 멈춰버린 시간 새벽 9시.오지마을 '오왕리'가 감추고 있던 비밀이 드러난다.,9.7,2013.07.26 23:22,TRUE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=500943
546626,새와 같이,후은,"스토리, 판타지",당신의 삶에서 가장 소중한 것은 무엇인가요?<별의 유언> 후은 작가 신작,9.95,2014.03.21 23:03,TRUE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=546626
112933,색으로 말하다,요한 / 김혜진,"옴니버스, 드라마","나주시 천연염색문화관을 중심으로노란 치자빛으로 행복을, 붉은 홍화빛으로 열정을, 파란 쪽빛으로 조화를 이야기하다",9.9,2010.03.13 00:12,TRUE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=112933
597449,샌프란시스코 화랑관,돌배,"스토리, 드라마",미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,9.98,2016.03.09 23:06,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=597449
786262,생존고백,박태현,"스토리, 로맨스",퇴마사가 귀신인 나에게 반해버렸다...?! 퇴마사로부터 살아남기 위해 거짓 고백을 해버린 한 귀신의 생존 서바이벌 연애기2021 지상최대공모전 1기 장려상 수상작,9.95,2022.12.24 22:51,FALSE,12세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=786262
773027,생존로그,이노,"스토리, 액션",구독자 300만을 자랑하는 위투버 '쌈쏜'은 다섯 명의 BJ들과 함께 무인도 섬에서 방송을 시작한다.  그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다.  호기심과 두려움이 공존하던 그 때 일행을 위협하는 '무언가'의 습격이 시작된다.,9.86,2022.11.19 22:59,TRUE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=773027
25613,생활의참견,김양수,"에피소드, 일상","쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,삶의 유머를 녹여낸 황당유쾌추억생활만화!",9.95,2017.09.03 23:24,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=25613
758665,샤인 스타,김현,"스토리, 로맨스","전학생 선유별이 좋아하는 김샤인은 학교에서 유명한 달리기 스타. 잘생긴 얼굴에 뛰어난 운동신경!‘내가 지금보다 조금 더 빨라지면, 그래서 김샤인을 앞지를 정도로 빨라진다면 나를 바라봐 줄까?'달리기보다 잿밥에 관심 많은 달리기 천재 선유별과 오로지 달리기밖에 모르는 달리기 바보 김샤인, 육상부 소년소녀들의 좌충우돌 청춘 성장 드라마.",9.95,2022.12.24 22:55,FALSE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=758665
779644,샹치,진 루엔 양 / 다이크 루언,"스토리, 액션","지도자 젱 주의 죽음 이후 모습을 드러내지 않았던 사악한 고대 비밀 집단.하지만 힘의 균형을 맞추기 위해 그 후계자가 정해졌으니,바로 젱 주의 아들… 샹치다! 평탄치 않은 가족 재결합을 통해 샹치는자신에게 있는지도 몰랐던 형제자매의 존재를 알게 되는데,과연 믿어야 하는 이는 누구이며 그를 죽이려는 자는 누구인가?샹치는 목숨을 걸고 힘겹게 진실에 다가설 것이다.그런데 샹치를 구할 수 있는 사람이… 아버지라니? 그자는 죽은 것 아니었던가?!",7.97,2021.09.21 22:30,TRUE,12세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=779644
622638,섀도우,유느지 / 해진,"스토리, 판타지","히어로와 빌런이 싸우고 간 뒷 이야기, 들어보셨나요? 
안지운과 동료들의 그림자 속 이야기.
<2013 대학만화 최강자전> 8강 진출작!",9.96,2014.07.27 23:15,TRUE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=622638
803799,서류상 아빠,"다드래기, 애디스 / 탄찌","스토리, 로맨스","23살에 28살짜리 아빠가 생겨 버렸다.“그쪽만 원하신다면 제가 그쪽 아빠를 할까 합니다만.”처음엔 신종 사기인가 생각했지만, 8살 동생과 나에겐 아빠가 필요했고, 그는 딸이 필요했다.그렇게 임시 가족이 되었는데…….“심장 괜찮아요?”“심장요?”겨우 5살 차이의 우리는 부녀라기에 어딘지 좀 이상하다. “아까 아영 씨 심장이 마구 뛴다고 했잖아요. 나도 그런데…….”우리 이대로 괜찮을까?",9.09,2022.12.19 10:00,TRUE,,TRUE,https://comic.naver.com/webtoon/list?titleId=803799
657948,서북의 저승사자,양세준,"스토리, 판타지","""넌 내가 데려간다"" 저승사자와의 달콤 살벌한 고교 생활!",9.98,2018.09.26 23:30,TRUE,12세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=657948
803518,서브 남주가 파업하면 생기...,쓰레빠인간 / 해그늘 / 숙임,"스토리, 판타지","평범한 한국인 ‘정예서’, 동생이 읽고 있던 대한민국을 휩쓴 초메가히트 로맨스 판타지 소설 ‘퇴사했더니 이계 공녀’에 서브남주로 빙의한다.이 서브남주, 훗날 전쟁에 나가 메인 남주 대신 죽을 운명이잖아? 여기서 죽을 수는 없어! 내 목표는 단 하나, 주인공들 근처엔 얼씬도 하지 말고, 건강하게 버티다가 집으로 돌아가기다.잠깐? 피하려던 메인 남주 세드리크와 메인 여주 크리스텔이 계속 다가온다?로맨스는 너희 둘이 하면 되잖아! 나는 판타지만 조금 빌려쓴다니까?",9.96,2022.12.25 22:30,FALSE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=803518
745474,서브 콤플렉스,소이,"에피소드, 로맨스",서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?,9.93,2021.04.11 23:11,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=745474
799478,서울시 천사주의,안민,"스토리, 판타지",평범한 듯 평범하지 않은 빛나는 어느날 악령의 기운을 가진 아저씨를 만난다.악령과 엮여버리면서 먼치킨(?)이 되어 성사고 '천사반'에 입학하게 되는데…악령의 힘을 쓰는 빛나가 천사반에서 무사히 살아남을 수 있을까?!와글바글 판타지 성장드라마!,9.93,2022.12.29 22:50,FALSE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=799478
773476,서울역 드루이드,문성호 / 활성곰 / 진설우,"스토리, 판타지","이세계로 사라진 뒤 천 년 만에 지구로 귀환한, 박수호. 그 사이 세상은 몬스터의 등장으로 철저한 약육강식의 세상으로 변해 있었다. 천 년 동안 처절한 생존경쟁으로 살아남은 동물의 왕 드루이드, 세계 정복에 나서다.이제부터 이 구역의 지배자는 나다.",9.76,2022.12.29 22:56,FALSE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=773476
